"denuncia_numero","hecho_fecha_hora","hecho_provincia","hecho_municipio","hecho_localidad","hecho_discriminacion","hecho_irregularidades","hecho_lugar","hecho_cometido_por","hecho_tipo_violencia","hecho_accion_realizada","denuncia_estado","denuncia_fecha_cambio_estado","denuncia_via_ingreso","denuncia_fecha_hora_carga","hecho_provincia_indec_id"
505,"2013-04-06 03:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","","","","","Derivado","2013-04-18 14:30:38.213","Página web de RENCAP ","2013-04-10 12:20:45.813","02"
506,"2013-04-06 01:30:00","Buenos Aires","General San Martín","Gral. San Martín","Por aspecto físico","Presencia de menores","En el acceso local","Controladores","","","Derivado","2013-04-18 14:25:53.293","Call Center","2013-04-10 17:53:22.673","06"
507,"2013-04-06 04:45:00","Ciudad Autónoma de Buenos Aires","Barrio Almagro","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación","","","","","Desestimado","2013-04-29 14:42:56.357","Página web de RENCAP ","2013-04-13 13:35:21.077","02"
508,"2013-04-05 22:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria - Racial","El personal de control no esta identificado","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2013-04-18 13:50:18.777","Página web de RENCAP ","2013-04-14 22:01:52.480","02"
509,"2013-04-21 03:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Villa del Parque","Por aspecto físico","","","","","","Derivado","2013-04-22 13:08:24.083","Página web de RENCAP ","2013-04-21 15:42:11.790","02"
510,"2013-04-14 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Recoleta","","Racial","","En el acceso local","Controladores","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2015-11-19 15:18:52.803","Call Center","2013-04-24 12:58:21.280","02"
511,"2013-04-21 01:30:00","Buenos Aires","Lomas de Zamora","Banfield","Por aspecto físico","Presencia de menores","","","Agresión verbal","","Derivado","2013-04-30 11:15:14.587","Página web de RENCAP ","2013-04-25 15:45:01.910","06"
512,"2013-04-21 02:00:00","Buenos Aires","Lanús","Lanús","Por aspecto físico","","","","Agresión verbal","","Derivado","2013-04-30 11:18:52.717","Página web de RENCAP ","2013-04-25 15:48:44.333","06"
513,"2013-03-31 02:00:00","Córdoba","Córdoba","CORDOBA","Por aspecto físico","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","","","Desestimado","2013-04-29 14:40:11.650","Página web de RENCAP ","2013-04-28 16:01:52.390","14"
514,"2013-04-28 02:00:00","Córdoba","Córdoba","CORDOBA","Por aspecto físico","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","","","Derivado","2013-04-30 11:05:39.923","Página web de RENCAP ","2013-04-28 16:10:03.283","14"
515,"2013-04-27 00:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","","En el acceso local","Controladores","","","Derivado","2013-05-02 13:00:00.583","Call Center","2013-04-29 14:54:20.913","02"
516,"2013-05-01 12:00:00","Buenos Aires","Ituzaingó","Ituzaingo","Racial","","En el acceso local","Controladores","","","Derivado","2013-05-09 14:30:19.560","Call Center","2013-05-03 15:16:12.247","06"
517,"2010-06-19 03:00:00","Buenos Aires","Las Flores","Las Flores","","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Policias","Agresión física","","Desestimado","2013-05-20 15:09:33.480","Página web de RENCAP ","2013-05-08 16:53:06.203","06"
518,"2010-06-19 03:00:00","Buenos Aires","Las Flores","Las Flores","","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Policias","Agresión física","","Desestimado","2013-05-20 15:09:58.970","Página web de RENCAP ","2013-05-08 16:54:18.540","06"
519,"2013-05-11 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Devoto","","","Presencia de menores","En el interior del local","Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Derivado","2013-05-31 13:16:00.190","Página web de RENCAP ","2013-05-11 23:34:04.853","02"
520,"2013-05-18 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Pueyrredón","","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","","","Derivado","2013-05-31 13:19:17.687","Página web de RENCAP ","2013-05-19 13:03:52.487","02"
521,"2013-05-18 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por indumentaria - Racial","","En el acceso local","Controladores","","","Derivado","2013-05-30 13:05:38.497","Call Center","2013-05-20 14:43:17.333","02"
522,"2013-05-18 20:00:00","Ciudad Autónoma de Buenos Aires","Barrio San Telmo","","Por indumentaria","","En el acceso local","Controladores","","","Derivado","2013-05-30 13:09:44.227","Call Center","2013-05-21 13:34:31.383","02"
523,"2013-01-19 07:00:00","Buenos Aires","Escobar","Belén de Escobar","","","En las proximidades del local","","Agresión verbal - Agresión física","Se hizo denuncia policial","Derivado","2013-06-24 10:37:49.833","Página web de RENCAP ","2013-05-29 16:46:30.663","06"
524,"2013-06-02 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2013-07-05 14:12:50.507","Página web de RENCAP ","2013-06-02 12:32:24.977","02"
525,"2013-06-01 02:20:00","Tucumán","Juan Bautista Alberdi","JUAN BAUTISTA ALBERDI","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local","Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Derivado","2014-04-23 14:52:33.660","Página web de RENCAP ","2013-06-03 15:14:17.003","90"
526,"2013-05-30 02:40:00","Ciudad Autónoma de Buenos Aires","Barrio Villa Devoto","","Por aspecto físico - Por indumentaria","Hay mas personas que las permitidas por la habilitación - Presencia de menores","","","Agresión verbal - Agresión física","","Derivado","2013-07-05 13:25:40.883","Página web de RENCAP ","2013-06-07 12:03:50.507","02"
527,"2013-06-08 01:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico","","","","","","Derivado","2013-06-26 14:21:13.390","Página web de RENCAP ","2013-06-09 12:43:40.430","02"
528,"2013-06-08 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2013-07-01 12:56:01.593","Página web de RENCAP ","2013-06-09 17:59:38.623","02"
529,"2013-05-11 19:00:00","Buenos Aires","La Matanza","G. de Laferrere","Por ideologia","","En el interior del local","","Agresión verbal - Agresión física","Se solicitó asistencia policial - Se hizo denuncia policial","Desestimado","2013-06-25 12:15:53.753","Página web de RENCAP ","2013-06-13 15:09:50.443","06"
530,"2013-06-15 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","","En el interior del local - En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión física","","Desestimado","2013-06-25 12:18:24.150","Página web de RENCAP ","2013-06-16 13:49:08.830","02"
531,"2013-06-22 02:50:00","Córdoba","Villa Dolores","VILLA DOLORES","Por orientacion sexual","","En el acceso local","","Agresión sexual","","Derivado","2013-06-25 12:27:00.917","Página web de RENCAP ","2013-06-22 12:53:50.893","14"
532,"2013-06-22 00:30:00","Tucumán","Yerba Buena","YERBA BUENA","Por orientacion sexual","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","","","Derivado","2014-04-23 14:53:55.823","Página web de RENCAP ","2013-06-22 13:52:54.360","90"
533,"2013-06-23 05:00:00","Buenos Aires","Vicente López","Olivos","","","En el interior del local - En las proximidades del local","Controladores - Personas vinculadas a la empresa","Agresión verbal - Agresión física","Se solicitó asistencia policial - Se hizo denuncia policial","Derivado","2013-07-05 15:45:51.327","Página web de RENCAP ","2013-06-23 22:36:39.260","06"
534,"2013-06-23 04:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En el interior del local - En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal - Agresión física","Se solicitó asistencia policial - Se hizo denuncia policial","Derivado","2013-06-26 14:27:45.993","Página web de RENCAP ","2013-06-23 22:46:03.527","02"
535,"2013-06-21 03:03:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","","","Agresión física","","Derivado","2013-07-01 12:58:43.350","Página web de RENCAP ","2013-06-23 22:47:27.273","02"
536,"2013-06-22 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Villa del Parque","","Racial","","","","","","Derivado","2013-07-01 12:52:20.370","Página web de RENCAP ","2013-06-23 23:15:51.030","02"
537,"2013-06-21 00:50:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Racial","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal - Agresión sexual","","Derivado","2013-07-05 13:33:43.797","Página web de RENCAP ","2013-06-24 00:55:55.493","02"
538,"2013-06-16 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2013-06-26 14:41:46.100","Call Center","2013-06-25 13:16:56.490","02"
539,"2013-06-22 19:51:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","Por aspecto físico - Racial","","En el acceso local","Controladores","","","Derivado","2013-06-26 14:53:59.957","Call Center","2013-06-25 13:36:06.023","02"
540,"2013-06-28 02:00:00","Salta","Salta","SALTA","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2013-07-01 13:23:17.143","Call Center","2013-06-28 14:35:49.127","66"
541,"2013-06-27 20:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Racial","","En el acceso local","Controladores","","","Derivado","2013-07-01 13:06:53.283","Call Center","2013-06-28 14:51:49.933","02"
542,"2013-06-28 03:20:00","Salta","Salta","SALTA","Por aspecto físico - Por indumentaria","","En el interior del local - En el acceso local","Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal","Se solicitó asistencia policial - Se hizo denuncia policial","Desestimado","2013-07-01 15:52:23.547","Página web de RENCAP ","2013-06-29 00:35:48.360","66"
543,"2013-06-29 04:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En el interior del local","Controladores","Agresión verbal - Agresión física","","Derivado","2013-07-18 10:28:39.807","Página web de RENCAP ","2013-06-29 13:37:53.340","02"
544,"2013-06-30 02:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria - Racial","El personal de control no esta identificado","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2013-07-24 12:23:03.050","Página web de RENCAP ","2013-07-01 23:27:32.323","02"
545,"2013-06-30 11:00:00","Mendoza","Luján de Cuyo","","Racial","","En el acceso local","Controladores","","","Derivado","2013-07-08 14:12:55.143","Call Center","2013-07-02 19:04:41.953","50"
546,"2013-06-30 01:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","","Por indumentaria - Por ideologia","No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","","Se hizo denuncia policial","Derivado","2013-07-18 10:51:42.770","Call Center","2013-07-04 12:33:26.657","02"
547,"2013-07-07 03:00:00","Buenos Aires","Hurlingham","Hurlingham","Por aspecto físico - Por orientacion sexual","El personal de control no esta identificado","","","","","Derivado","2013-07-18 10:58:58.350","Página web de RENCAP ","2013-07-08 14:27:58.937","06"
548,"2013-07-06 22:22:00","Ciudad Autónoma de Buenos Aires","Barrio Villa del Parque","","","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Desestimado","2013-07-24 12:14:54.430","Página web de RENCAP ","2013-07-08 18:44:32.230","02"
549,"2013-06-30 02:00:00","Buenos Aires","Lomas de Zamora","Lomas de Zamora","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2013-07-18 11:06:38.687","Call Center","2013-07-10 13:50:15.017","06"
550,"2013-06-23 05:30:00","Buenos Aires","Vicente López","Olivos","","","En el interior del local - En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal - Agresión física","Se solicitó asistencia policial - Se hizo denuncia policial","Derivado","2013-07-12 15:25:36.703","Página web de RENCAP ","2013-07-11 23:13:14.657","06"
551,"2013-06-08 01:20:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","","En el acceso local","Controladores","","","Derivado","2013-07-29 10:54:16.947","Página web de RENCAP ","2013-07-14 05:19:34.203","02"
552,"2013-07-14 05:00:00","Buenos Aires","Tigre","Gral. Pacheco","","","En el interior del local","Controladores","Agresión física","","Derivado","2013-07-24 12:36:46.083","Call Center","2013-07-16 15:43:19.923","06"
553,"2013-07-18 21:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","","En el acceso local","Controladores","Agresión verbal","","Derivado","2013-07-24 12:45:04.487","Call Center","2013-07-19 12:48:28.177","02"
554,"2013-07-21 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","Por aspecto físico - Por indumentaria","El personal de control no esta identificado","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2013-07-29 11:01:11.373","Página web de RENCAP ","2013-07-21 05:25:43.763","02"
